city,neighborhood,address,building_type,surface_area_m2,rooms,bedrooms,bathrooms,floor_level,has_elevator,year_built,age,has_parking,has_terrace,has_garden,has_pool,price_tnd
Tunis,Agricole,"Agricole, Tunis",Studio,103.41106141139389,1,1,1,1,False,1984,42,False,True,False,False,137000
Gabes,Résidentiel,"Résidentiel, Gabes",Studio,118.60152927565089,3,1,1,2,False,2007,19,False,True,True,False,140000
Tozeur,Centre Ville,"Centre Ville, Tozeur",Studio,80.61387833672404,3,2,1,2,False,2023,3,True,False,True,False,150000
Bizerte,Luxueux,"Luxueux, Bizerte",Penthouse,152.8626889006495,5,4,2,2,False,1980,46,True,False,True,False,556000
Sidi Bou Said,Touristique,"Touristique, Sidi Bou Said",Maison,153.6378393599711,1,1,1,3,True,1998,28,True,True,False,True,1192000
La Marsa,Centre Ville,"Centre Ville, La Marsa",Appartement,102.64290149177852,2,1,1,1,False,1986,40,True,False,True,False,461000
Tozeur,Populaire,"Populaire, Tozeur",Penthouse,128.27830964571947,4,2,1,3,False,1978,48,True,True,False,False,189000
Sousse,Centre Ville,"Centre Ville, Sousse",Villa,109.0468102752713,3,1,1,1,False,2009,17,False,True,False,False,481000
Sousse,Périphérie,"Périphérie, Sousse",Duplex,173.42747792276498,3,2,1,0,False,1996,30,True,False,False,False,505000
Tozeur,Périphérie,"Périphérie, Tozeur",Duplex,20.0,2,1,1,3,False,1991,35,False,True,False,False,109000
Djerba,Côtière,"Côtière, Djerba",Villa,104.85358670971868,3,1,1,3,False,1985,41,False,True,False,False,575000
Sidi Bou Said,Côtière,"Côtière, Sidi Bou Said",Maison,23.83918568951239,3,1,1,2,False,2019,7,True,True,True,False,584000
Sousse,Périphérie,"Périphérie, Sousse",Studio,76.82776968937108,3,2,1,0,False,1961,65,False,True,False,False,153000
Nabeul,Populaire,"Populaire, Nabeul",Maison,110.27701343990985,4,3,1,0,False,1997,29,False,True,True,False,252000
Kairouan,Résidentiel,"Résidentiel, Kairouan",Maison,113.56128726078775,1,1,1,4,False,1974,52,True,True,True,False,296000
Monastir,Résidentiel,"Résidentiel, Monastir",Duplex,69.98647386116059,2,1,1,1,False,2018,8,True,False,True,False,401000
Bizerte,Centre Ville,"Centre Ville, Bizerte",Duplex,118.36981197995757,1,1,1,4,False,2008,18,False,True,False,False,249000
Gammarth,Périphérie,"Périphérie, Gammarth",Villa,111.99806632103278,3,2,1,3,True,1983,43,False,True,True,False,734000
Hammamet,Luxueux,"Luxueux, Hammamet",Studio,182.73724186688267,5,4,2,2,False,1964,62,False,True,True,False,407000
Kairouan,Côtière,"Côtière, Kairouan",Appartement,198.9472546358988,4,4,2,3,True,1961,65,True,True,True,False,473000
Djerba,Périphérie,"Périphérie, Djerba",Villa,135.27231219301865,6,4,2,1,False,1996,30,False,True,True,False,798000
Sousse,Agricole,"Agricole, Sousse",Appartement,39.84103820643959,6,5,2,2,False,1982,44,False,True,True,False,214000
Mahdia,Résidentiel,"Résidentiel, Mahdia",Duplex,99.90707766625931,4,3,1,1,False,2003,23,True,False,False,False,316000
Tunis,Résidentiel,"Résidentiel, Tunis",Duplex,114.17887999851098,4,3,1,4,False,1987,39,True,True,False,False,589000
Gammarth,Périphérie,"Périphérie, Gammarth",Riad,215.7609817834974,3,2,1,4,True,1972,54,True,True,False,False,1116000
Gabes,Côtière,"Côtière, Gabes",Villa,44.14324850786893,5,3,1,5,True,2006,20,False,False,False,False,219000
Gabes,Luxueux,"Luxueux, Gabes",Riad,70.7843783286651,7,6,3,4,False,1964,62,True,True,False,False,366000
Nabeul,Centre Ville,"Centre Ville, Nabeul",Dar (Maison Traditionnelle),163.82702561461514,1,1,1,5,True,2006,20,False,True,False,True,454000
Bizerte,Populaire,"Populaire, Bizerte",Riad,64.2376731811593,3,1,1,2,False,2024,2,True,False,True,False,271000
Bizerte,Touristique,"Touristique, Bizerte",Penthouse,48.51346718819961,2,1,1,4,False,1991,35,False,False,False,False,206000
Hammamet,Populaire,"Populaire, Hammamet",Duplex,85.53616884238062,2,1,1,5,False,2020,6,True,True,True,False,436000
Djerba,Périphérie,"Périphérie, Djerba",Duplex,149.57855092265487,2,1,1,1,False,1966,60,False,False,False,False,493000
Bizerte,Côtière,"Côtière, Bizerte",Studio,81.21009152923466,1,1,1,2,False,1960,66,True,False,True,False,147000
Tozeur,Luxueux,"Luxueux, Tozeur",Riad,54.2280867056369,4,2,1,4,False,1992,34,True,True,True,False,304000
Tozeur,Agricole,"Agricole, Tozeur",Villa,117.49597005717666,5,4,2,4,False,1966,60,True,False,True,False,233000
Nabeul,Touristique,"Touristique, Nabeul",Dar (Maison Traditionnelle),134.0959010375525,4,3,2,0,False,2010,16,True,False,True,False,406000
Monastir,Centre Ville,"Centre Ville, Monastir",Maison,71.41414103615365,2,1,1,0,False,1986,40,True,False,False,False,275000
Gammarth,Touristique,"Touristique, Gammarth",Maison,143.4633901251817,4,2,1,5,True,1984,42,True,True,True,True,1563000
Hammamet,Résidentiel,"Résidentiel, Hammamet",Penthouse,124.78169261115522,2,1,1,2,False,2012,14,False,True,True,False,630000
Mahdia,Périphérie,"Périphérie, Mahdia",Studio,130.79519352631138,3,2,1,5,False,1990,36,False,False,False,False,132000
Sfax,Agricole,"Agricole, Sfax",Villa,111.18810249939864,3,1,1,4,True,1995,31,True,True,False,False,321000
Kairouan,Côtière,"Côtière, Kairouan",Maison,85.19824613350553,3,1,1,0,False,2000,26,False,False,True,True,360000
Gammarth,Luxueux,"Luxueux, Gammarth",Appartement,83.03286081837572,6,4,2,3,True,1962,64,True,False,False,False,708000
Mahdia,Centre Ville,"Centre Ville, Mahdia",Dar (Maison Traditionnelle),116.44197230290254,4,3,1,2,False,2014,12,False,False,True,False,402000
Sidi Bou Said,Luxueux,"Luxueux, Sidi Bou Said",Villa,98.13352027296564,2,1,1,2,False,1978,48,False,False,True,True,1081000
Mahdia,Populaire,"Populaire, Mahdia",Penthouse,129.11581901168483,2,1,1,2,False,2017,9,False,False,True,False,228000
Nabeul,Agricole,"Agricole, Nabeul",Villa,82.22695993035592,6,4,2,5,True,1960,66,False,False,True,False,242000
Hammamet,Côtière,"Côtière, Hammamet",Penthouse,167.15079542838689,3,1,1,2,False,2019,7,False,True,False,True,1018000
Tozeur,Agricole,"Agricole, Tozeur",Penthouse,224.78451649801826,2,1,1,3,True,2013,13,True,True,False,False,284000
Tunis,Luxueux,"Luxueux, Tunis",Appartement,117.39039332109644,3,1,1,3,False,1984,42,False,True,False,False,434000
La Marsa,Côtière,"Côtière, La Marsa",Riad,211.5371912415631,4,2,1,1,False,2023,3,True,False,False,False,1419000
Bizerte,Agricole,"Agricole, Bizerte",Riad,92.72236986315565,4,3,1,1,False,2026,0,True,False,False,False,280000
La Marsa,Côtière,"Côtière, La Marsa",Studio,217.40841170128533,3,2,1,4,False,2013,13,True,False,False,False,674000
Nabeul,Centre Ville,"Centre Ville, Nabeul",Villa,129.7581023570909,5,3,1,5,True,2012,14,False,True,False,True,709000
Gammarth,Résidentiel,"Résidentiel, Gammarth",Villa,129.1307891832698,1,1,1,0,False,1975,51,True,True,True,False,856000
Mahdia,Touristique,"Touristique, Mahdia",Maison,141.64252012599871,5,4,2,4,True,2018,8,True,True,True,False,598000
Sousse,Centre Ville,"Centre Ville, Sousse",Villa,95.56723016941334,3,1,1,1,False,1972,54,False,False,True,False,556000
Monastir,Résidentiel,"Résidentiel, Monastir",Appartement,123.82590311218557,3,1,1,2,False,1982,44,True,True,True,False,449000
Bizerte,Populaire,"Populaire, Bizerte",Dar (Maison Traditionnelle),155.08526983947758,3,1,1,3,True,1993,33,True,True,True,False,345000
Djerba,Centre Ville,"Centre Ville, Djerba",Dar (Maison Traditionnelle),181.78336430046656,5,3,1,1,False,2007,19,True,False,True,False,901000
Sousse,Populaire,"Populaire, Sousse",Maison,175.1964239503512,5,4,2,3,True,2012,14,True,True,True,False,556000
La Marsa,Populaire,"Populaire, La Marsa",Villa,78.34141051191273,3,1,1,3,True,1969,57,True,True,False,False,452000
Bizerte,Périphérie,"Périphérie, Bizerte",Penthouse,120.30479600228205,4,3,1,1,False,1999,27,False,False,False,False,269000
La Marsa,Luxueux,"Luxueux, La Marsa",Maison,130.86860633471548,1,1,1,1,False,1970,56,True,True,False,False,649000
Tunis,Agricole,"Agricole, Tunis",Maison,135.43591970969203,2,1,1,3,True,1997,29,False,False,True,False,513000
Sidi Bou Said,Touristique,"Touristique, Sidi Bou Said",Maison,42.39757720550834,3,1,1,5,False,2001,25,True,True,False,False,666000
Mahdia,Côtière,"Côtière, Mahdia",Penthouse,142.24014990097874,1,1,1,5,False,2018,8,False,False,False,False,354000
Gabes,Luxueux,"Luxueux, Gabes",Appartement,123.66097251562326,2,1,1,3,False,1997,29,False,False,True,False,210000
La Marsa,Agricole,"Agricole, La Marsa",Dar (Maison Traditionnelle),191.68156721952784,5,3,2,0,False,2004,22,False,False,False,False,441000
Djerba,Agricole,"Agricole, Djerba",Riad,142.5159413390362,3,2,1,5,False,2009,17,False,True,True,False,662000
Tunis,Agricole,"Agricole, Tunis",Penthouse,218.1559017580521,1,1,1,0,False,2014,12,True,False,False,True,665000
Tunis,Luxueux,"Luxueux, Tunis",Duplex,47.76704141583541,2,1,1,2,False,1979,47,False,True,True,False,534000
Sfax,Populaire,"Populaire, Sfax",Appartement,74.47587052837619,6,4,2,3,True,2003,23,False,False,True,False,254000
Gabes,Côtière,"Côtière, Gabes",Dar (Maison Traditionnelle),202.07684072972515,1,1,1,3,False,1970,56,True,False,False,False,259000
Bizerte,Touristique,"Touristique, Bizerte",Maison,20.115592825720285,1,1,1,1,False,2007,19,False,True,False,True,172000
Sfax,Côtière,"Côtière, Sfax",Duplex,168.80693450334604,1,1,1,5,False,1995,31,False,False,True,False,588000
Bizerte,Touristique,"Touristique, Bizerte",Studio,112.28982451442933,3,1,1,2,False,1992,34,False,True,False,False,179000
Sidi Bou Said,Touristique,"Touristique, Sidi Bou Said",Villa,67.29757523415893,1,1,1,5,False,1963,63,True,True,False,False,592000
Hammamet,Populaire,"Populaire, Hammamet",Duplex,116.30076092318656,2,1,1,5,False,1997,29,True,True,False,False,472000
Hammamet,Touristique,"Touristique, Hammamet",Duplex,202.91311803043942,3,1,1,4,True,2002,24,False,False,False,False,1106000
Tozeur,Populaire,"Populaire, Tozeur",Duplex,118.32108671381577,4,2,1,1,False,1963,63,True,False,True,False,214000
Gabes,Résidentiel,"Résidentiel, Gabes",Riad,135.14476312714655,3,1,1,0,False,2010,16,False,True,False,False,286000
Gammarth,Périphérie,"Périphérie, Gammarth",Maison,158.1951454287822,2,1,1,5,True,1995,31,False,True,False,False,676000
Gabes,Centre Ville,"Centre Ville, Gabes",Dar (Maison Traditionnelle),158.30887988106093,2,1,1,5,False,2002,24,True,False,True,False,307000
Monastir,Luxueux,"Luxueux, Monastir",Studio,86.60375348041859,1,1,1,3,True,1998,28,True,False,False,False,276000
Hammamet,Résidentiel,"Résidentiel, Hammamet",Studio,47.408262741578255,2,1,1,2,False,2002,24,False,False,True,True,269000
La Marsa,Agricole,"Agricole, La Marsa",Riad,182.31131271703129,5,4,1,0,False,1974,52,True,True,False,False,718000
La Marsa,Centre Ville,"Centre Ville, La Marsa",Appartement,122.81232700802154,2,1,1,4,True,2010,16,False,False,True,False,587000
Sidi Bou Said,Luxueux,"Luxueux, Sidi Bou Said",Dar (Maison Traditionnelle),63.74293967642219,3,2,1,0,False,2015,11,False,True,False,False,701000
Sidi Bou Said,Périphérie,"Périphérie, Sidi Bou Said",Dar (Maison Traditionnelle),104.7510028632642,3,2,1,5,False,1981,45,True,False,False,False,526000
Nabeul,Luxueux,"Luxueux, Nabeul",Penthouse,157.8521995372008,1,1,1,0,False,2013,13,True,False,False,False,546000
Tunis,Touristique,"Touristique, Tunis",Riad,31.545613398207166,4,2,1,4,True,2017,9,True,False,False,False,582000
Kairouan,Centre Ville,"Centre Ville, Kairouan",Studio,97.40540153885786,5,3,2,3,True,1999,27,False,False,False,False,169000
Hammamet,Résidentiel,"Résidentiel, Hammamet",Villa,115.18076818425514,5,3,2,2,False,2007,19,True,True,True,False,962000
Sousse,Touristique,"Touristique, Sousse",Penthouse,120.07336857210552,1,1,1,0,False,1960,66,True,True,True,False,585000
Hammamet,Côtière,"Côtière, Hammamet",Riad,217.70589003955862,5,4,2,0,False,1998,28,True,False,False,False,1258000
Kairouan,Résidentiel,"Résidentiel, Kairouan",Duplex,130.63205954238222,1,1,1,0,False,1972,54,True,False,False,False,269000
Gabes,Centre Ville,"Centre Ville, Gabes",Appartement,82.16077906261546,4,3,1,4,True,2017,9,True,False,True,False,229000
Sidi Bou Said,Populaire,"Populaire, Sidi Bou Said",Villa,141.30782798230925,2,2,1,5,True,2002,24,False,True,True,False,720000
Djerba,Agricole,"Agricole, Djerba",Appartement,83.52814755761753,2,1,1,5,True,1970,56,False,False,False,False,252000
Kairouan,Agricole,"Agricole, Kairouan",Maison,178.86043937084574,6,4,2,1,False,2013,13,False,False,True,False,250000
Tunis,Côtière,"Côtière, Tunis",Appartement,97.65112235969796,3,2,1,2,False,1979,47,True,True,True,False,385000
Hammamet,Centre Ville,"Centre Ville, Hammamet",Studio,55.745601506673694,3,1,1,5,True,2006,20,False,True,False,False,265000
Nabeul,Touristique,"Touristique, Nabeul",Duplex,159.86428295802094,1,1,1,1,False,1995,31,False,False,True,False,519000
Hammamet,Côtière,"Côtière, Hammamet",Riad,116.50740659081785,2,1,1,5,False,1997,29,False,True,False,False,737000
Monastir,Populaire,"Populaire, Monastir",Studio,106.13376171790351,3,2,1,4,True,1978,48,True,True,False,True,210000
Djerba,Populaire,"Populaire, Djerba",Studio,133.34980484288542,3,2,1,5,True,2008,18,False,False,False,False,221000
Monastir,Populaire,"Populaire, Monastir",Dar (Maison Traditionnelle),71.27737261948519,3,1,1,4,True,1983,43,False,True,True,False,280000
La Marsa,Côtière,"Côtière, La Marsa",Dar (Maison Traditionnelle),52.108403842991976,5,4,2,1,False,2002,24,False,False,False,True,551000
Kairouan,Centre Ville,"Centre Ville, Kairouan",Appartement,204.48256586018564,2,1,1,0,False,2010,16,False,True,True,False,442000
Mahdia,Côtière,"Côtière, Mahdia",Riad,164.25471599391807,6,4,2,1,False,2005,21,True,True,False,False,757000
La Marsa,Populaire,"Populaire, La Marsa",Riad,90.52882942565545,2,1,1,2,False,2007,19,True,True,True,False,647000
La Marsa,Périphérie,"Périphérie, La Marsa",Appartement,218.47226906659898,2,1,1,3,False,1972,54,True,False,False,False,550000
Tozeur,Populaire,"Populaire, Tozeur",Maison,107.26960069930583,1,1,1,5,True,1978,48,False,True,False,False,156000
Tozeur,Populaire,"Populaire, Tozeur",Dar (Maison Traditionnelle),120.55234962194451,1,1,1,3,True,2006,20,False,True,True,False,169000
Djerba,Luxueux,"Luxueux, Djerba",Duplex,95.06542875951524,3,1,1,4,False,1975,51,False,True,False,False,646000
Sfax,Côtière,"Côtière, Sfax",Riad,138.17866996146304,5,4,2,5,False,2019,7,False,True,True,False,911000
Sousse,Périphérie,"Périphérie, Sousse",Dar (Maison Traditionnelle),127.66625896311291,3,1,1,2,False,2011,15,True,True,True,False,514000
Monastir,Côtière,"Côtière, Monastir",Appartement,91.73562371930066,3,1,1,5,False,2019,7,True,False,True,False,383000
Sidi Bou Said,Centre Ville,"Centre Ville, Sidi Bou Said",Studio,196.03200480085223,3,2,1,4,True,1977,49,False,False,True,False,481000
Hammamet,Touristique,"Touristique, Hammamet",Penthouse,121.71968976537916,2,1,1,2,False,2021,5,True,False,False,True,967000
La Marsa,Agricole,"Agricole, La Marsa",Penthouse,138.5486279234308,3,1,1,4,True,2026,0,False,False,False,False,566000
Gabes,Agricole,"Agricole, Gabes",Penthouse,73.59561924693628,5,3,1,2,False,2020,6,False,False,True,False,178000
Bizerte,Touristique,"Touristique, Bizerte",Dar (Maison Traditionnelle),97.02228425029405,5,2,1,1,False,2024,2,True,False,True,False,422000
Gabes,Luxueux,"Luxueux, Gabes",Villa,153.0054937849951,1,1,1,5,True,2006,20,True,False,True,False,469000
Djerba,Résidentiel,"Résidentiel, Djerba",Appartement,30.919878538833785,2,1,1,5,True,2018,8,False,True,False,True,351000
Nabeul,Touristique,"Touristique, Nabeul",Riad,132.5111957060003,1,1,1,5,True,2007,19,True,False,False,False,501000
Kairouan,Résidentiel,"Résidentiel, Kairouan",Duplex,20.0,4,3,1,1,False,2015,11,False,True,False,False,188000
Sidi Bou Said,Côtière,"Côtière, Sidi Bou Said",Villa,186.20411849392977,1,1,1,5,False,2024,2,True,True,True,True,1856000
Tozeur,Périphérie,"Périphérie, Tozeur",Duplex,134.93387707622063,1,1,1,0,False,2022,4,True,False,True,False,246000
Kairouan,Périphérie,"Périphérie, Kairouan",Maison,101.26885903369725,2,1,1,1,False,1970,56,True,True,True,False,203000
Monastir,Résidentiel,"Résidentiel, Monastir",Riad,91.85206342952635,3,2,1,4,True,2018,8,True,True,False,False,661000
Hammamet,Touristique,"Touristique, Hammamet",Duplex,56.55238432709078,2,1,1,0,False,2016,10,False,True,False,False,550000
Nabeul,Touristique,"Touristique, Nabeul",Penthouse,81.57866592369976,4,3,1,3,False,1971,55,False,True,False,False,413000
Tunis,Touristique,"Touristique, Tunis",Dar (Maison Traditionnelle),88.3965426429614,1,1,1,4,False,1988,38,False,False,True,False,464000
Tunis,Résidentiel,"Résidentiel, Tunis",Dar (Maison Traditionnelle),169.5442560802174,1,1,1,0,False,2008,18,False,True,False,False,499000
Nabeul,Touristique,"Touristique, Nabeul",Duplex,134.5018901526951,4,3,1,3,True,2013,13,True,True,True,False,600000
Mahdia,Côtière,"Côtière, Mahdia",Duplex,79.22115727809106,5,3,1,1,False,2017,9,False,True,False,False,423000
Mahdia,Centre Ville,"Centre Ville, Mahdia",Dar (Maison Traditionnelle),164.39832258159768,3,2,1,1,False,1966,60,False,True,True,False,352000
Sfax,Périphérie,"Périphérie, Sfax",Maison,209.8673512578752,3,1,1,4,True,2003,23,False,False,False,True,472000
La Marsa,Luxueux,"Luxueux, La Marsa",Appartement,144.4815632345076,4,2,1,1,False,2003,23,False,True,False,False,725000
Nabeul,Populaire,"Populaire, Nabeul",Dar (Maison Traditionnelle),31.52626106215085,1,1,1,3,False,1987,39,False,True,True,True,156000
Gabes,Luxueux,"Luxueux, Gabes",Riad,129.2384325124512,3,2,1,0,False,1995,31,True,True,False,False,406000
Tunis,Populaire,"Populaire, Tunis",Dar (Maison Traditionnelle),173.9297558055937,3,1,1,3,False,2019,7,True,True,False,False,467000
Gammarth,Centre Ville,"Centre Ville, Gammarth",Dar (Maison Traditionnelle),113.47122713524143,4,2,1,4,True,2026,0,True,True,True,False,1087000
Gabes,Touristique,"Touristique, Gabes",Maison,99.97563775664312,1,1,1,0,False,2024,2,False,False,True,False,233000
Bizerte,Agricole,"Agricole, Bizerte",Maison,48.40066194598643,2,1,1,2,False,2021,5,False,True,False,False,121000
Sfax,Populaire,"Populaire, Sfax",Villa,87.83014688998121,3,1,1,1,False,2007,19,True,False,False,False,246000
Sfax,Populaire,"Populaire, Sfax",Dar (Maison Traditionnelle),187.9137867598095,1,1,1,1,False,1984,42,True,True,True,False,376000
Sidi Bou Said,Agricole,"Agricole, Sidi Bou Said",Maison,71.25714322391772,2,1,1,5,False,2016,10,False,False,True,True,428000
Kairouan,Agricole,"Agricole, Kairouan",Appartement,125.49352624976422,5,3,1,4,True,1975,51,True,True,True,False,189000
Hammamet,Périphérie,"Périphérie, Hammamet",Appartement,129.0913143790129,3,2,1,2,False,2003,23,True,True,True,False,377000
Nabeul,Côtière,"Côtière, Nabeul",Dar (Maison Traditionnelle),194.69640718210988,3,3,1,4,True,1982,44,False,True,False,True,642000
Gabes,Résidentiel,"Résidentiel, Gabes",Villa,128.98476905531035,3,1,1,5,True,1972,54,True,True,False,False,320000
Sidi Bou Said,Résidentiel,"Résidentiel, Sidi Bou Said",Villa,115.84473457916974,5,4,2,0,False,2005,21,True,True,True,False,1214000
Monastir,Centre Ville,"Centre Ville, Monastir",Riad,116.75642794733194,3,2,1,0,False,1969,57,False,False,True,False,538000
